"Codigo Articulo","Descripción","Des.Marca","Familia","Sub-Familia","Unidad de stock"
"028605","TECLADO MULTIMEDIA  MOD FC 026  BLANCO","OMEGATECH","000","170","UNI"
"028606","TECLADO MULTIMEDIA  MOD FC 027  NEGRO","OMEGATECH","000","170","UNI"
"028607","TECLADO CLASSIC 967654-3104 ESPAÑOL BLACK","LOGITECH","000","170","UNI"
"028608","FAJA A2313587 LI","","008","200","PZA"
"028609","FAJA 2390","","008","200","PZA"
"028610","PAPEL CTA S041257 50HJ 167G PREM. P.MATE","EPSON","000","250","PAQ"
"028611","PAPEL A-6 S041727 100HJ 255G PREM. GLOSSY","EPSON","000","250","PAQ"
"028612","PERFORADOR ESCOLAR METAL (10HJ)  29.1.1","OVE","001","150","UNI"
"028613","PERFORADOR OFICINA C/SEGURO (20HJ)  29.1.2","OVE","001","150","UNI"
"028614","PERFORADOR 2 - 3 HUECOS AJUST (10HJ)  29.1.3","OVE","001","150","UNI"
"028615","FASTENER C/GRIPS PLASTICO C X 50","OVE","001","080","CJA"
"028616","ENGRAPADOR ESC HALF STRIP METAL  29.3.1","OVE","001","060","UNI"
"028617","ENGRAPADOR METAL FULL STRIP  29.3.2","OVE","001","060","UNI"
"028618","ENGRAPADOR PLASTICO HALF STRIP   29.3.3","OVE","001","060","UNI"
"028619","GRAPAS 26/6 X 1000   29.4.1","OVE","001","090","UNI"
"028620","GRAPAS 26/6 X 5000   29.4.2","OVE","001","090","UNI"
"028621","SACAGRAPA  29.5.1","OVE","001","185","UNI"
"028622","DISPENSADOR GRANDE  P/36-72 YD 29.6.1","OVE","001","054","UNI"
"028623","PLUMON OVE RESALTADOR AMARILLO 29.11.1","OVE","001","321","UNI"
"028624","TIJERA ESCOLAR SOFT 5.5"  29.15.1","OVE","001","230","UNI"
"028625","TIJERA OFICINA 8.3"  29.15.2 (MANGO NARANJA)","OVE","001","230","UNI"
"028626","TIJERA OFICINA SOFT 8.5"  29.15.3 (MANGO AZUL","OVE","001","230","UNI"
"028627","CARTULINA HILO BLANCA 180GR 70X100","TRICOM","002","018","CTO"
"028628","CART COM.T048120(15.1.18)P/EPSON R200 N","MILLENIUM","000","360","UNI"
"028629","CART COM.T042220(15.2.20)P/EPSON C82 C","MILLENIUM","000","360","UNI"
"028630","CART COM.T042320(15.2.21)P/EPSON C82 M","MILLENIUM","000","360","UNI"
"028631","CART COM.T042420(15.2.22)P/EPSON C82 Y","MILLENIUM","000","360","UNI"
"028632","CART COM.T048220(15.2.23)P/EPSON R200 C","MILLENIUM","000","360","UNI"
"028633","CART COMP.T048320 EPSON (15.2.24) MGTA","MILLENIUM","000","360","UNI"
"028634","CART COM.T048420(15.2.25)P/EPSON R200 Y","MILLENIUM","000","360","UNI"
"028635","CART COM.T048520(15.2.26)P/EPSON R200 LC","MILLENIUM","000","360","UNI"
"028636","CART COM.T048620(15.2.27)P/EPSON R200 LM","MILLENIUM","000","360","UNI"
"028637","ETIQUETAS P/CD-DVD PAQX20 115MM 14010001","PEGAFAN","001","074","UNI"
"028638","ETIQUETAS P/CD-DVD PAQX100 115MM 14010002","PEGAFAN","001","074","UNI"
"028639","ETIQUETAS A4-001 PAQX1260 15X26MM 14020001","PEGAFAN","001","074","UNI"
"028640","ETIQUETAS A4-001 PAQX6300 15X26MM 14020002","PEGAFAN","001","074","UNI"
"028641","ETIQUETAS A4-002 PAQX100 55.8X99MM 14021001","PEGAFAN","001","074","UNI"
"028642","ETIQUETAS A4-002 PAQX500 55.8X99MM 14021002","PEGAFAN","001","074","UNI"
"028643","ETIQUETAS A4-003 PAQX220 25.4X99MM 14022001","PEGAFAN","001","074","UNI"
"028644","ETIQUETAS A4-003 PAQx1100 25.4x99mm14022002","PEGAFAN","001","074","UNI"
"028645","ETIQUETAS A4-004 PAQX330 25.4X63.5MM 14023001","PEGAFAN","001","074","UNI"
"028646","ETIQUETAS A4-004 PAQX1650 25.4X63.5M 14023","PEGAFAN","001","074","UNI"
"028647","ETIQUETAS A4-005 PAQX140 38.1X99MM 14024001","PEGAFAN","001","074","UNI"
"028648","ETIQUETAS A4-005 PAQX700 38.1X99MM 14024002","PEGAFAN","001","074","UNI"
"028649","ETIQUETAS A4-006 PAQx20 143.4x199mm14025001","PEGAFAN","001","074","UNI"
"028650","ETIQUETAS A4-006 PAQX100 143.4X199M 14025002","PEGAFAN","001","074","UNI"
"028651","KIT APLI-KIT (01 APLIC+CD+20 ETIQUETAS) 155MM","PEGAFAN","001","074","UNI"
"028652","TINTA BCI-6BK (I860/I900D/960) BLACK","CANON","000","360","UNI"
"028653","TINTA BCI-6C (I560/I860/I900D/960) CYAN","CANON","000","360","UNI"
"028654","TINTA BCI-6M (I560/I860/I900D/960) MAGENTA","CANON","000","360","UNI"
"028655","TINTA BCI-6PC (I900D/I950/I9100/S800) CYAN","CANON","000","360","UNI"
"028656","TINTA BCI-6PM (I900D/I950/I9100/S800) MAGENTA","CANON","000","360","UNI"
"028657","TINTA BCI-6Y (I560/I860/I900D/960) YELLOW","CANON","000","360","UNI"
"028658","MICA P/ANILL CATEDRAL T/A-4 AZUL","VINIFAN","001","205","UNI"
"028659","MICA P/ANILL CATEDRAL T/A-4 HUMO","VINIFAN","001","205","UNI"
"028660","MICA P/ANILL CATEDRAL T/A-4 CARAMELO","VINIFAN","001","205","UNI"
"028661","MICA P/ANILL CATEDRAL T/A-4 ROJO","VINIFAN","001","205","UNI"
"028662","MICA P/ANILL CATEDRAL T/A-4 AMARILLO","VINIFAN","001","205","UNI"
"028663","MICA P/ANILL CATEDRAL T/A-4 VERDE","VINIFAN","001","205","UNI"
"028664","MICA P/ANILL CATEDRAL T/A-4 LILA","VINIFAN","001","205","UNI"
"028665","MICA P/ANILL CATEDRAL T/A-4 CELESTE","VINIFAN","001","205","UNI"
"028666","MICA P/ANILL. LISO T/A4 LILA","VINIFAN","001","205","UNI"
"028667","MICA P/ANILL. LISO T/A4 CELESTE","VINIFAN","001","205","UNI"
"028668","MICA P/ANILL. CUBO  T/OF CRISTAL","VINIFAN","001","205","UNI"
"028669","MICA P/ANILL. CUBO T/A-4 CRISTAL","VINIFAN","001","205","UNI"
"028670","MICA P/ANILL. CUBO T/A-4 AZUL","VINIFAN","001","205","UNI"
"028671","MICA P/ANILL. CUBO T/A-4 HUMO","VINIFAN","001","205","UNI"
"028672","MICA P/ANILL. CUBO T/A-4 CARAMELO","VINIFAN","001","205","UNI"
"028673","MICA P/ANILL. CUBO T/A-4 ROJO","VINIFAN","001","205","UNI"
"028674","MICA P/ANILL. CUBO T/A-4 AMARILLO","VINIFAN","001","205","UNI"
"028675","MICA P/ANILL. CUBO T/A-4 VERDE","VINIFAN","001","205","UNI"
"028676","MICA P/ANILL. CUBO T/A-4 LILA","VINIFAN","001","205","UNI"
"028677","MICA P/ANILL. CUBO T/A-4 CELESTE","VINIFAN","001","205","UNI"
"028678","ESCOBILLA DE RESINA GRAFITO F46 16X8X28 1 CAT","","008","200","UNI"
"028679","ESCOBILLA DE COBRE GRAFITO A12S 16X8X28 MM","","008","200","UNI"
"028680","BOLIGRAFO PLT BPDG-70R GRIP MET ML AZUL","PILOT","001","018","UNI"
"028681","BOLIGRAFO PLT BPDG-70R GRIP MET MG AZUL","PILOT","001","018","UNI"
"028682","BOLIGRAFO PLT BPDG-70R GRIP MET MP AZUL","PILOT","001","018","UNI"
"028683","BOLIGRAFO PLT BPDG-70R GRIP MET SI AZUL","PILOT","001","018","UNI"
"028684","BOLIGRAFO PLT BPDG-70R GRIP MET ML NEGRO","PILOT","001","018","UNI"
"028685","BOLIGRAFO PLT BPDG-70R GRIP MET MG NEGRO","PILOT","001","018","UNI"
"028686","BOLIGRAFO PLT BPDG-70R GRIP MET MP NEGRO","PILOT","001","018","UNI"
"028687","BOLIGRAFO PLT BPDG-70R GRIP MET SI NEGRO","PILOT","001","018","UNI"
"028688","BOLIGRAFO PLT BP-415VM (VEGA) GT AZUL","PILOT","001","018","UNI"
"028689","BOLIGRAFO PLT BP-415VM (VEGA) YT AZUL","PILOT","001","018","UNI"
"028690","BOLIGRAFO PLT BP-415VM (VEGA) BT AZUL","PILOT","001","018","UNI"
"028691","BOLIGRAFO PLT BP-415VM (VEGA) GT NEGRO","PILOT","001","018","UNI"
"028692","BOLIGRAFO PLT BP-415VM (VEGA) YT NEGRO","PILOT","001","018","UNI"
"028693","BOLIGRAFO PLT BP-415VM (VEGA) BT NEGRO","PILOT","001","018","UNI"
"028694","BOLIGRAFO PLT BP-315F (BP-X) GT AZUL","PILOT","001","018","UNI"
"028695","BOLIGRAFO PLT BP-315F (BP-X) YT AZUL","PILOT","001","018","UNI"
"028696","BOLIGRAFO PLT BP-315F (BP-X) BT AZUL","PILOT","001","018","UNI"
"028697","BOLIGRAFO PLT BP-315F (BP-X) GT NEGRO","PILOT","001","018","UNI"
"028698","BOLIGRAFO PLT BP-315F (BP-X) YT NEGRO","PILOT","001","018","UNI"
"028699","BOLIGRAFO PLT BP-315F (BP-X) BT NEGRO","PILOT","001","018","UNI"
"028700","PORTAMINA  0.5 MM H-5-315 SHAKER-X GT","PILOT","001","175","UNI"
"028701","PORTAMINA  0.5 MM H-5-315 SHAKER-X YT","PILOT","001","175","UNI"
"028702","PORTAMINA  0.5 MM H-5-315 SHAKER-X BT","PILOT","001","175","UNI"
"028703","BOLIGRAFO PLT BL-315-5  GEL-X-05  GT AZUL","PILOT","001","307","UNI"
"028704","BOLIGRAFO PLT BL-315-5  GEL-X-05  YT AZUL","PILOT","001","307","UNI"
"028705","BOLIGRAFO PLT BL-315-5  GEL-X-05  BT AZUL","PILOT","001","307","UNI"
"028706","BOLIGRAFO PLT BL-315-5  GEL-X-05  GT NEGRO","PILOT","001","307","UNI"
"028707","BOLIGRAFO PLT BL-315-5  GEL-X-05  YT NEGRO","PILOT","001","307","UNI"
"028708","BOLIGRAFO PLT BL-315-5  GEL-X-05  BT NEGRO","PILOT","001","307","UNI"
"028709","PLUMON PLT P/PIZARRA AZUL  WBMA-TM-L","PILOT","001","318","UNI"
"028710","PLUMON PLT P/PIZARRA VERDE  WBMA-TM-G","PILOT","001","318","UNI"
"028711","PLUMON PLT P/PIZARRA ROJO  WBMA-TM-R","PILOT","001","318","UNI"
"028712","PLUMON PLT P/PIZARRA NEGRO  WBMA-TM-B","PILOT","001","318","UNI"
"028713","BOLIG-PORTAMINA FEED GP BPKH-30R-F  L  AZUL","PILOT","001","018","UNI"
"028714","BOLIG-PORTAMINA FEED GP BPKH-30R-F  W  AZUL","PILOT","001","018","UNI"
"028715","BOLIG-PORTAMINA FEED GP BPKH-30R-F  B  AZUL","PILOT","001","018","UNI"
"028716","BOLIG-PORTAMINA FEED GP BPKH-30R-F  L  NEGRO","PILOT","001","018","UNI"
"028717","BOLIG-PORTAMINA FEED GP BPKH-30R-F  W  NEGRO","PILOT","001","018","UNI"
"028718","BOLIG-PORTAMINA FEED GP BPKH-30R-F  B  NEGRO","PILOT","001","018","UNI"
"028719","TINTA PRINTY 230-ES 30CC NEGRA P/NUMERADOR","TRODAT","001","236","UNI"
"028720","BOLETA DE VENTA ANDAHUAYLAS ORIGINAL Y 01","CONTINENTAL","009","001","MLL"
"028721","PAPEL BOND 56 GR  760 MM","BAHIA SUL","008","020","KLG"
"028722","OLEO W&N ARTISTS BLANCO TITANIO 37ML 1214644","WINSOR & NEWTON","001","136","UNI"
"028723","OLEO W&N ARTISTS BLANCO ZINC 37ML 1214748","WINSOR & NEWTON","001","136","UNI"
"028724","OLEO W&N ARTISTS SIENA TOSTADA 37ML 1214074","WINSOR & NEWTON","001","136","UNI"
"028725","OLEO W&N AZUL PRUSIA  37ML 1214538","WINSOR & NEWTON","014","001","UNI"
"028726","OLEO W&N ROJO INDIO 37ml 1214317","WINSOR & NEWTON","014","001","UNI"
"028727","OLEO W&N CARMESI D/ALIZA 37ml 1214004","WINSOR & NEWTON","014","001","UNI"
"028728","OLEO W&N AZUL CERULEO 37ml 1214137","WINSOR & NEWTON","014","001","UNI"
"028729","OLEO W&N AZUL COBALTO 37ml 1214180","WINSOR & NEWTON","014","001","UNI"
"028730","OLEO W&N ARTISTS BLANCO TITANIO 120ML 1230644","WINSOR & NEWTON","001","136","UNI"
"028731","OLEO W&N ARTISTS BLANCO ZINC 120ML 1230748","WINSOR & NEWTON","001","136","UNI"
"028732","OLEO W&N WINTON ROJO INDIO 37ML 1414317","WINSOR & NEWTON","001","136","UNI"
"028733","OLEO W&N WINTON BLANCO ZINC 37ML 1414748","WINSOR & NEWTON","001","136","UNI"
"028734","OLEO W&N WINTON MAGENTA 37ML 1414380","WINSOR & NEWTON","001","136","UNI"
"028735","OLEO W&N WINTON AZUL CERULEO 37ML 1414138","WINSOR & NEWTON","001","136","UNI"
"028736","OLEO W&N WINTON SIENA TOSTADA 37ML 1414074","WINSOR & NEWTON","001","136","UNI"
"028737","OLEO W&N WINTON SOMBRA NATURAL 37ML 1414554","WINSOR & NEWTON","001","136","UNI"
"028738","OLEO W&N WINTON SOMBRA TOSTADA 37ML 1414076","WINSOR & NEWTON","001","136","UNI"
"028739","OLEO W&N WINTON AMARILLO NAPOLES 37ML 1414422","WINSOR & NEWTON","001","136","UNI"
"028740","OLEO W&N WINTON AMARILLO LIMON 37ML 1414346","WINSOR & NEWTON","001","136","UNI"
"028741","OLEO W&N WINTON VERDE VEJIGA 37ML 1414599","WINSOR & NEWTON","001","136","UNI"
"028742","OLEO W&N WINTON ULTRAMAR FRANCES 37ML 1414263","WINSOR & NEWTON","001","136","UNI"
"028743","OLEO W&N WINTON BERMELLON 200ML 1437465","WINSOR & NEWTON","001","136","UNI"
"028744","OLEO W&N GRIS PAYNE 200ML 1437465","WINSOR & NEWTON","014","001","UNI"
"028745","OLEO W&N ROJO INDIO 200ML 1437317","WINSOR & NEWTON","014","001","UNI"
"028746","OLEO W&N WINTON BLANCO TITANIO 200ML 1437644","WINSOR & NEWTON","001","136","UNI"
"028747","FILE PRESENTACION T/A-4  BOLX5  A856","COMIX","001","084","BOL5"
"028748","OLEO W&N AZUL COBALTO 200ML 1437179","WINSOR & NEWTON","014","001","UNI"
"028749","OLEO W&N NEGRO MARFIL 200ml 1437331","WINSOR & NEWTON","014","001","UNI"
"028750","CARPETA  PRESENTACION T/A-4  AZUL  C3102","COMIX","001","084","UNI"
"028751","CARPETA  PRESENTACION T/A-4 NEGRO  C3102","COMIX","001","084","UNI"
"028752","PORTA PAPEL T/A-4   EH303A","COMIX","001","174","UNI"
"028753","PINTURA ACRIL BERMELLON 60ml 2120682","WINSOR & NEWTON","014","001","UNI"
"028754","PINTURA ACRIL SIENA NAT 60ml 2120552","WINSOR & NEWTON","014","001","UNI"
"028755","PINTURA ACRIL ROJO INDIO 60ml 2120317","WINSOR & NEWTON","014","001","UNI"
"028756","PINT ACRIL GALERIA BLANCO TITANI 60ML 2120644","WINSOR & NEWTON","001","301","UNI"
"028757","PINT ACRIL GALERIA AZUL COBALTO 60ML 2120179","WINSOR & NEWTON","001","301","UNI"
"028758","PINT ACRIL GALERIA AZUL CERULEO 60ML 2120138","WINSOR & NEWTON","001","301","UNI"
"028759","PINTURA ACRIL SIENA TOST 60ml 2120074","WINSOR & NEWTON","014","001","UNI"
"028760","PINTURA ACRIL SOMBRA NAT 60ml 2120554","WINSOR & NEWTON","014","001","UNI"
"028761","PINT ACRIL GALERIA NEGRO MARFIL 60ML 2120331","WINSOR & NEWTON","001","301","UNI"
"028762","PINT ACRIL GALERIA AMARILLO NAPO 60ML 2120422","WINSOR & NEWTON","001","301","UNI"
"028763","PINT ACRIL GALERIA AMARIL LIMON  60ML 2120346","WINSOR & NEWTON","001","301","UNI"
"028764","PINT ACRIL GALERIA ROJO CADMIO 60ML 2120095","WINSOR & NEWTON","001","301","UNI"
"028765","PINTURA ACRIL VERDE VEJIGA 60ml 2120599","WINSOR & NEWTON","014","001","UNI"
"028766","PINT ACRIL GALERIA OCRE AMARILLO 60ML 2120744","WINSOR & NEWTON","001","301","UNI"
"028767","ACUAREL COTMAN GRIS PAYNE 8ml 0303465","WINSOR & NEWTON","014","001","UNI"
"028768","FILTRO 14" 15" C/2 SEGUROS BEIGE 652252","OMEGA","000","100","UNI"
"028769","FILTRO 14"15 NEGRO C/CORREA 12-1002","OMEGATECH","000","100","UNI"
"028770","TECLADO STANDAR NEGRO PS2 P/CABINAS SDK-1818","OMEGATECH","000","170","UNI"
"028771","TECLADO STANDAR KB-201 PS2 BEIGE RESISTENTE","OMEGATECH","000","170","UNI"
"028772","TECLADO STANDAR NEGRO PS2  FC-31-0024","OMEGATECH","000","170","UNI"
"028773","TECLADO STANDAR NEGRO/PLATA PS2  FC-31-0025","OMEGATECH","000","170","UNI"
"028774","TECLADO STANDAR BEIGE P/CABINA PS2  SDK-1818","OMEGATECH","000","170","UNI"
"028775","TECLADO STANDAR BEIGE PS2  INGLES KB-201","OMEGATECH","000","100","UNI"
"028776","TECLADO MULTIMEDIA BEIGE PS2  FC-31-0026","OMEGATECH","000","170","UNI"
"028777","TECLADO MULTIMEDIA BEIGE PS2 CHICO SDM-1718","OMEGATECH","000","170","UNI"
"028778","TECLADO MULTIMEDIA BEIGE PS2  LK-7060","OMEGATECH","000","170","UNI"
"028779","TECLADO MULTIMEDIA FC-31-0027 NEGRO PS2","OMEGATECH","000","170","UNI"
"028780","TECLADO MULTIMEDIA NEGRO/PLATA PS2 FC-31-0028","OMEGATECH","000","170","UNI"
"028781","PAPEL GLOSSY PP A-4  210GRS 20 HJS.","WEX","000","250","PAQ"
"028782","PARLANTES 500W NEGRO TELA PLATA CHICO SP-703","OMEGATECH","000","180","UNI"
"028783","LIBRO DE RETENCIONES 50HJ 75G","RAYPERU","002","030","UNI"
"028784","LIBRO DE RETENCIONES 100HJ 75G","RAYPERU","002","030","UNI"
"028785","PLASTILINA JOV  (50 GR) 70/60","JOVI","001","166","UNI"
"028786","CART STYLUS TO01011 PHOTO 1,200 COLOR","EPSON","000","360","UNI"
"028787","ACUAREL COTMAN SIENA NATURAL 8ML 0303552","WINSOR & NEWTON","014","001","UNI"
"028788","ACUAREL COTMAN ROJO INDIO 8ML 0303317","WINSOR & NEWTON","014","001","UNI"
"028789","ACUARELAS  COTMAN CARMESI ALIZAR 8ML 03030","WINSOR & NEWTON","001","002","UNI"
"028790","ACUAREL COTMAN AZUL PRUSIA 8ml 0303538","WINSOR & NEWTON","014","001","UNI"
"028791","ACUAREL COTMAN SIENA TOSTADA 8ML 0303074","WINSOR & NEWTON","014","001","UNI"
"028792","ACUAREL COTMAN AZUL CERULEO 8ml 0303139","WINSOR & NEWTON","014","001","UNI"
"028793","ACUAREL COTMAN SOMBRA NATUR 8ML 0303554","WINSOR & NEWTON","014","001","UNI"
"028794","ACUAREL COTMAN NEGRO MARFIL 8ml 0303331","WINSOR & NEWTON","014","001","UNI"
"028795","ACUARELAS  COTMAN AMARILLO LIMON 8ML 03033","WINSOR & NEWTON","001","002","UNI"
"028796","ACUAREL COTMAN AMARILLO CADMIO 8ML 0303109","WINSOR & NEWTON","014","001","UNI"
"028797","ACUAREL COTMAN ROJO CADMIO 8ML 0303095","WINSOR & NEWTON","014","001","UNI"
"028798","ACUARELAS  COTMAN ULTRAMAR 8ML 0303660","WINSOR & NEWTON","001","002","UNI"
"028799","ACUAREL COTMAN VERDE VEJIGA 8ml 0303599","WINSOR & NEWTON","001","002","UNI"
"028800","ACUAREL COTMAN OCRE AMARILLO 8ml 0303744","WINSOR & NEWTON","014","001","UNI"
"028801","ACUAREL COTMAN VIRIDIANO 8ML 0303696","WINSOR & NEWTON","014","001","UNI"
"028802","ACUAREL COTMAN GRIS PAYNE 21ml 0308465","WINSOR & NEWTON","014","001","UNI"
"028803","ACUAREL COTMAN SIENA NATURAL 21ML 0308552","WINSOR & NEWTON","014","001","UNI"
"028804","ACUAREL COTMAN ROJO INDIO 21ML 0308317","WINSOR & NEWTON","014","001","UNI"
"028805","ACUAREL COTMAN CARMESI ALIZAR 21ml 0308003","WINSOR & NEWTON","014","001","UNI"
"028806","ACUAREL COTMAN AZUL PRUSIA 21ml 0308538","WINSOR & NEWTON","014","001","UNI"
"028807","ACUAREL COTMAN SIENA TOSTADA 21ML 0308074","WINSOR & NEWTON","014","001","UNI"
"028808","ACUAREL COTMAN AZUL COBALTO 21ml 0308179","WINSOR & NEWTON","014","001","UNI"
"028809","ACUAREL COTMAN AZUL CERULEO 21ml 0308139","WINSOR & NEWTON","014","001","UNI"
"028810","ACUAREL COTMAN SOMBRA NATUR 21ML 0308554","WINSOR & NEWTON","014","001","UNI"
"028811","ACUAREL COTMAN NEGRO MARFIL 21ML 0308331","WINSOR & NEWTON","014","001","UNI"
"028812","ACUAREL COTMAN AMARILLO LIMON 21ml 0308346","WINSOR & NEWTON","014","001","UNI"
"028813","ACUARELAS  COTMAN AMARILLO CADMI 21ML 0308109","WINSOR & NEWTON","001","002","UNI"
"028814","ACUAREL COTMAN ROJO CADMIO 21ml 0308095","WINSOR & NEWTON","014","001","UNI"
"028815","ACUAREL COTMAN ULTRAMAR 21ML 0308660","WINSOR & NEWTON","014","001","UNI"
"028816","ACUAREL COTMAN VERDE VEJIGA 21ml 0308599","WINSOR & NEWTON","014","001","UNI"
"028817","ACUAREL COTMAN OCRE AMARILLO 21ML 0308744","WINSOR & NEWTON","014","001","UNI"
"028818","PINCEL 111 COTMAN REDONDO M. CORTO N 3","WINSOR & NEWTON","014","001","UNI"
"028819","PINCEL 111 COTMAN REDONDO M. CORTO N 5","WINSOR & NEWTON","014","001","UNI"
"028820","PINCEL 111 COTMAN REDONDO M. CORTO N 7","WINSOR & NEWTON","014","001","UNI"
"028821","PINCEL 111 COTMAN REDONDO M. CORTO N 8","WINSOR & NEWTON","014","001","UNI"
"028822","PINCEL 111 COTMAN REDONDO M. CORTO N 9","WINSOR & NEWTON","014","001","UNI"
"028823","PINCEL 111 COTMAN REDONDO M. CORTO N 00","WINSOR & NEWTON","014","001","UNI"
"028824","PINCEL 111 COTMAN REDONDO M. CORTO N 000","WINSOR & NEWTON","014","001","UNI"
"028825","PINCEL AZANTA PLANO MANGO LARGO Nº 2","WINSOR & NEWTON","014","001","UNI"
"028826","PINCEL AZANTA PLANO MANGO LARGO Nº 4","WINSOR & NEWTON","001","152","UNI"
"028827","PINCEL AZANTA PLANO MANGO LARGO Nº 6","WINSOR & NEWTON","014","001","UNI"
"028828","PINCEL AZANTA REDONDO MANGO LARGO Nº 6","WINSOR & NEWTON","014","001","UNI"
"028829","PINCEL AZANTA LENGUA DE GATO  Nº 2","WINSOR & NEWTON","001","152","UNI"
"028830","PINCEL AZANTA LENGUA DE GATO  Nº 4","WINSOR & NEWTON","001","152","UNI"
"028831","PINCEL AZANTA LENGUA DE GATO  Nº 6","WINSOR & NEWTON","014","001","UNI"
"028832","PINCEL AZANTA PLANO MANGO CORTO  Nº 2","WINSOR & NEWTON","014","001","UNI"
"028833","PINCEL AZANTA PLANO MANGO CORTO  Nº 4","WINSOR & NEWTON","001","152","UNI"
"028834","PINCEL AZANTA PLANO MANGO CORTO  Nº 6","WINSOR & NEWTON","001","152","UNI"
"028835","PINCEL AZANTA REDONDO MANGO CORTO  Nº 2","WINSOR & NEWTON","001","152","UNI"
"028836","PINCEL AZANTA REDONDO MANGO CORTO  Nº 4","WINSOR & NEWTON","014","001","UNI"
"028837","PINCEL AZANTA REDONDO MANGO CORTO  Nº 6","WINSOR & NEWTON","014","001","UNI"
"028838","PEGAMENTO GOMA ARABIGA 75ML 3022906","WINSOR & NEWTON","001","148","UNI"
"028839","ACEITE DE LINAZA DECOLORADO 75ML 3022949","WINSOR & NEWTON","001","136","UNI"
"028840","ACEITE DE LINAZA ESPESANTE 75ML 3022950","WINSOR & NEWTON","001","136","UNI"
"028841","ACEITE DE LINAZA SECANTE 75ML 3022955","WINSOR & NEWTON","001","136","UNI"
"028842","DISOLVENTE AGUARRAS ARTISTS 75ML 3022962","WINSOR & NEWTON","001","136","UNI"
"028843","DISOLVENTE SANSODOR 75ML 2922964","WINSOR & NEWTON","001","136","UNI"
"028844","PELOTA INF #5 CALCO BATMAN SURT.","VINIBALL","004","003","UNI"
"028845","PELOTA INF #5 CALCO 4FANTASTICOS SURT.","VINIBALL","004","003","UNI"
"028846","PELOTA INF #7 4FANTASTICOS SURT.","VINIBALL","004","003","UNI"
"028847","PELOTA INF #7 BATMAN SURT.","VINIBALL","004","003","UNI"
"028848","PELOTA S/D VOLEY CHIBOLITA ROSADA","VINIBALL","004","003","UNI"
"028849","FILTRO DE AIRE 3/4" C/MANOMETRO MICRO MOD.QB4","","008","200","UNI"
"028850","ACTUADOR NEUMATICO 20MM X 25MM S/IMAN, MICR","","008","100","UNI"
"028851","ACTUADOR NEUMATICO 20MM X 50MM S/IMAN, MICRO","","008","100","UNI"
"028852","PARLANTES 300W NEGRO 220V 6822662ABK","OMEGA","000","180","UNI"
"028853","PARLANTES 680W NEGRO T/USA  682681ABK","OMEGA","000","180","UNI"
"028854","PARLANTES SUBWOOFER MEGA SOUND 2.1 68E991A","OMEGA","000","180","UNI"
"028855","PARLANTES 300W PLATA MEGA SOUND 2.0 68E301ASR","OMEGA","000","180","UNI"
"028856","PARLANTES 600W BEIGE/PLATA T/USA 682601A","OMEGA","000","180","UNI"
"028857","CART OKIDATA 4410 COD. 40629302","OKIDATA","000","360","UNI"
"028858","IMPRIMANTE DE GESSO P/PINT ACRILICA 237ML","WINSOR & NEWTON","001","136","UNI"
"028859","MEDIUM DE IMPASTO P/PINT ACRILICA 60ML 302094","WINSOR & NEWTON","001","136","UNI"
"028860","OLEO WINTON SETX 6 TUBOS 8ML 1490432","WINSOR & NEWTON","001","136","UNI"
"028861","OLEO WINTON SETX 10 TUBOS 37ML 1490619","WINSOR & NEWTON","001","136","UNI"
"028862","SET OLEO WINTON + PINCEL + MEDIO 1490620","WINSOR & NEWTON","001","136","UNI"
"028863","SET 16 MEDIO GODETS ACUARELA COTMAN + ACCES","WINSOR & NEWTON","001","002","UNI"
"028864","SET 14 MEDIO GODETS ACUARELA COTMAN + ACCES","WINSOR & NEWTON","001","002","UNI"
"028865","SET 12 MEDIO GODETS ACUARELA COTMAN + ACCES","WINSOR & NEWTON","001","002","UNI"
"028866","MOUSE PS2 BEIGE/NEGRO  3DB-03","OMEGA","000","100","UNI"
"028867","DISCOS P-B01 RPTO. P/PERFOR. 122 BLSX10","CARL","001","303","BOL"
"028868","BROCA P/PERFORADOR 122","CARL","001","303","UNI"
"028869","FOLDER SWING CLIP T/A-4 TRANSPARENT 35484","BEAUTONE","001","084","UNI"
"028870","PAPEL BOND LASER 85 GR  A-4 C/SELLO","ATLAS","011","003","MLL"
"028871","BOLETA DE VENTA UCAYALI ORIGINAL Y 01 COPIA","","009","001","MLL"
"028872","MEMORIA USB  512MB WHIZZ FLASH DRIVE IMN22366","IMATION","000","130","UNI"
"028873","MEMORIA USB 2GB WHIZZ  FLASH DRIVE","IMATION","000","130","UNI"
"028874","PELOTA INF #5 CALCO EFELANTE LUMPY","VINIBALL","004","003","UNI"
"028875","PINCEL 111 COTMAN REDONDO M. CORTO N 0","WINSOR & NEWTON","014","001","UNI"
"028876","PINCEL 111 COTMAN REDONDO M. CORTO N 1","WINSOR & NEWTON","014","001","UNI"
"028877","PINCEL 111 COTMAN REDONDO M. CORTO N 2","WINSOR & NEWTON","014","001","UNI"
"028878","PINCEL 111 COTMAN REDONDO M. CORTO N 4","WINSOR & NEWTON","014","001","UNI"
"028879","PINCEL 111 COTMAN REDONDO M. CORTO N 6","WINSOR & NEWTON","014","001","UNI"
"028880","CARPETA C/LIGA A-4 ROJO 38710","BEAUTONE","001","084","UNI"
