"Codigo Articulo","Descripción","Des.Marca","Familia","Sub-Familia","Unidad de stock"
"001041","BOLIGRAFO UNI SN-100 LAKNOCK 0.7 ROJO","UNIBALL","001","018","UNI"
"001042","BOLIGRAFO UNI SG-100 LAKUBO AZUL","UNIBALL","001","018","UNI"
"001043","BOLIGRAFO UNI SG-100 LAKUBO NEGRO","UNIBALL","001","018","UNI"
"001044","BOLIGRAFO UNI SG-100 LAKUBO ROJO","UNIBALL","001","018","UNI"
"001045","BOLIGRAFO UNI SA-S P/FIN AZUL 0.7MM","UNIBALL","001","018","UNI"
"001046","BOLIGRAFO UNI SA-S P/FIN NEGRO 0.7MM","UNIBALL","001","018","UNI"
"001047","BOLIGRAFO UNI SA-S P/FIN ROJO 0.7MM","UNIBALL","001","018","UNI"
"001048","BOLIGRAFO UNI SIGNO 100 AZUL","UNIBALL","001","307","UNI"
"001049","BOLIGRAFO UNI SIGNO 100 NEGRO","UNIBALL","001","307","UNI"
"001050","BOLIGRAFO UNI SIGNO 100 ROJO","UNIBALL","001","307","UNI"
"001051","BOLIGRAFO UNI UM-152 SIGNO AZUL 0.7MM RETR.","UNIBALL","001","307","UNI"
"001052","BOLIGRAFO UNI UM-152 SIGNO NEGRO 0.7MM RETR.","UNIBALL","001","307","UNI"
"001053","BOLIGRAFO UNI UM-152 SIGNO ROJO 0.7MM RETR.","UNIBALL","001","307","UNI"
"001054","BOLIGRAFO UNI SIGNO 100 DORADO","UNIBALL","001","307","UNI"
"001055","BOLIGRAFO UNI SIGNO 100 PLATEADO","UNIBALL","001","307","UNI"
"001056","BOLIGRAFO UNI SIGNO 100 VERDE OSCURO","UNIBALL","001","307","UNI"
"001057","BOLIGRAFO UNI SIGNO 100 VERDE CLARO","UNIBALL","001","307","UNI"
"001058","BOLIGRAFO UNI SIGNO 100 CELESTE","UNIBALL","001","307","UNI"
"001059","BOLIGRAFO UNI SIGNO 100 VIOLETA","UNIBALL","001","307","UNI"
"001060","BOLIGRAFO UNI SIGNO 100 MARRON","UNIBALL","001","307","UNI"
"001061","BOLIGRAFO UNI SIGNO 100 NARANJA","UNIBALL","001","307","UNI"
"001062","BOLIGRAFO UNI SIGNO 100 AMARILLO","UNIBALL","001","307","UNI"
"001063","BOLIGRAFO PLT G-1 0.5MM VERDE","PILOT","001","307","UNI"
"001064","BOLIGRAFO PLT G-1 VERDE CLARO","PILOT","001","307","UNI"
"001065","BOLIGRAFO PLT G-1 CELESTE","PILOT","001","307","UNI"
"001066","BOLIGRAFO PLT G-1 VIOLETA","PILOT","001","307","UNI"
"001067","BOLIGRAFO PLT G-1 MARRON","PILOT","001","307","UNI"
"001068","BOLIGRAFO PLT G-1 NARANJA","PILOT","001","307","UNI"
"001069","BOLIGRAFO PLT G-1 AMARILLO","PILOT","001","307","UNI"
"001070","BOLIGRAFO DIAMANTE P/MEDIA SURT","BIC","001","018","UNI"
"001071","BOLIGRAFO CRS TOWNSEND LACA NEGRO","CROSS","001","018","UNI"
"001072","BOLIGRAFO CRS TOWNSEND LACA VERDE","CROSS","001","018","UNI"
"001073","BOLIGRAFO CRS TOWNSEND QUICK SILVER","CROSS","001","018","UNI"
"001074","BOLIGRAFO  NEGRO C/DORADO  215013","V.V.V.","001","018","UNI"
"001075","BOLIGRAFO  DORADO/PLATEAD  215008","V.V.V.","001","307","UNI"
"001076","BOLIGRAFO  NEGRO MATE      215003","V.V.V.","001","018","UNI"
"001077","BOLIGRAFO  NEGRO/ DORADO   215007","V.V.V.","001","018","UNI"
"001078","BOLIGRAFO  NEGRO/ VDE/AZU  215012","V.V.V.","001","018","UNI"
"001079","BOLIGRAFO  DORADO          UC-212","V.V.V.","001","307","UNI"
"001080","BOLIGRAFO  PLATEADO C/DORD PW-110","V.V.V.","001","018","UNI"
"001081","BOLIGRAFO  NEGRO C/DORADO  UC-101","V.V.V.","001","018","UNI"
"001082","BOLIGRAFO  PLAT/NEG/MARR   215010","V.V.V.","001","018","UNI"
"001083","BOLIGRAFO  NEG/GUIN/AZUL   215009","V.V.V.","001","018","UNI"
"001084","BOLIGRAFO  NEG/MARR/GUIN/AZU  215005","V.V.V.","001","018","UNI"
"001085","BOLIGRAFO  NEG/GUIN/AZUL   215014","V.V.V.","001","018","UNI"
"001086","BILIGRAFO  MARRON C/DORAD  PW-111","V.V.V.","001","018","UNI"
"001087","BOLIGRAFO STB MARATHON BLS X 4  318FBL4","STABILO","001","018","UNI"
"001088","BOLIGRAFO F.C ESTUCHE ESCOLAR","FABER C.","001","018","UNI"
"001089","BORRADOR PLK BR-40","PELIKAN","001","020","CJA"
"001090","BORRADOR PLK BR-80","PELIKAN","001","020","CJA"
"001091","BORRADOR LFR BR-40","LAUFER","001","020","CJA"
"001092","BORRADOR LFR BR-80","LAUFER","001","020","CJA"
"001093","BORRADOR     BR-30PB T/CRAYOLA","BOB DOG","001","020","EST"
"001094","BORRADOR F.C 7081-N TK (CAJAX24)","FABER C.","001","020","CJA"
"001095","BORRADOR ROT TB-20 MIXTO","ROTRING","001","020","CJA"
"001096","BORRADOR F.C JOHANN FABER  7044-30","FABER C.","001","020","UNI"
"001097","BORRADOR STD 526-52 (CJAX20)","STAEDTLER","001","020","CJA"
"001098","BORRADOR STD 526-50 (CJAX20)","STAEDTLER","001","020","UNI"
"001099","BORRADOR STD MARS PLAST","STAEDTLER","001","020","CJA"
"001100","BORRADOR STD 526-508 COMBI (CJAX20)","STAEDTLER","001","020","CJA"
"001101","BORRADOR STD 526-50 (CJAX20)","STAEDTLER","001","020","UNI"
"001102","BORRADOR ROT T-20 P/TINTA","ROTRING","001","020","CJA"
"001103","BORRADOR PLK PL-30","PELIKAN","001","020","CJA"
"001104","BORRADOR PLK WS-30","PELIKAN","001","020","CJA"
"001105","BORRADOR PLK GB-20","PELIKAN","001","020","CJA"
"001106","BORRADOR MOS ED-01A EX-ERROR","MOSU","001","020","UNI"
"001107","BORRADOR PLK SCHOOL PLAST","PELIKAN","001","020","UNI"
"001108","BORRADOR MLN 6030","MILAN","001","020","CJA"
"001109","BORRADOR MLN 4030","MILAN","001","020","CJA"
"001110","BORRADOR MLN 236","MILAN","001","020","CJA"
"001111","BORRADOR PLK PL-45","PELIKAN","001","020","CJA"
"001112","BORRADOR F.C PAPA ARTGUM (CJAX12)","FABER C.","001","020","CJA"
"001113","BORRADOR LAY PAPA ARTGUM (CJAX24)","LAYCONSA","001","020","CJA"
"001114","BORRADOR LAY PAPA STARGUM (CJAX12)","LAYCONSA","001","020","CJA"
"001115","BORRADOR PLK PL-27","PELIKAN","001","020","CJA"
"001116","BORRADOR PLK PL-18","PELIKAN","001","020","CJA"
"001117","BORRADOR PLT EE-02","PILOT","001","020","CJA"
"001118","BORRADOR PLT EE-101","PILOT","001","020","CJA"
"001119","BORRADOR F.C S-PRONTO (EXH X 10)","FABER C.","001","020","EXH"
"001120","BORRADOR LFR PLAST 120 (CJAX20)","LAUFER","001","020","CJA"
"001121","BORRADOR LFR PLAST 440 (CJAX40)","LAUFER","001","020","CJA"
"001122","BORRADOR LFR PLAST SOFT 0121 (CJAX20)","LAUFER","001","020","CJA"
"001123","BORRADOR LFR PLAST COMBI 720 (CJAX20)","LAUFER","001","020","CJA"
"001124","BORRADOR LFR PLAST COMBI 740 (CJAX40)","LAUFER","001","020","CJA"
"001125","BORRADOR F.C 7070-40","FABER C.","001","020","CJA"
"001126","BORRADOR F.C 7070-80","FABER C.","001","020","CJA"
"001127","BORRADOR F.C 7050-6-36 FANTASIA DINOS","FABER C.","001","020","CJA"
"001128","BORRADOR LFR DISPENSADOR 1336","LAUFER","001","020","CJA"
"001129","BORRADOR F.C 7016-40 P/TINTA","FABER C.","001","020","CJA"
"001130","BORRADOR LFR 1157 ZOOLOGICO (BOLX10)","LAUFER","001","020","BOL"
"001131","BORRADOR LFR 1158 RECP SMIL (BOLX10)","LAUFER","001","020","BOL"
"001132","BORRADOR LFR 1146 DINOS (BOLX10)","LAUFER","001","020","BOL"
"001133","BORRADOR LFR 11500 TRAFIC (BOLX10)","LAUFER","001","020","BOL"
"001134","BORRADOR LFR 1156 LOVE IS (BOLX10)","LAUFER","001","020","BOL"
"001135","BORRADOR LFR 1142 CHUPON (BOLX10)","LAUFER","001","020","BOL"
"001136","PORTABORRADOR P.M ERACER","P.MATE","001","020","UNI"
"001137","BORRADOR PLK BR-40 GIGANTE","PELIKAN","001","020","UNI"
"001138","BORRADOR P.M ERACER REPUESTO","P.MATE","001","020","UNI"
"001139","BORRADOR F.C 7024-24F NEON  7024","FABER C.","001","020","CJA"
"001140","BORRADOR F.C 7084","FABER C.","001","020","CJA"
"001141","BORRADOR PLK GRIS GIGANTE","PELIKAN","001","020","UNI"
"001142","BORRADOR F.C 7085-20 GRANDE","FABER C.","001","020","CJA"
"001143","BORRADOR F.C 7086-30 CHICO","FABER C.","001","020","CJA"
"001144","BORRADOR F.C 7076-48 FANTASIA ABC  7046-48","FABER C.","001","020","CJA"
"001145","BORRADOR F.C 7056-6-36 FANTASIA DINOSAU","FABER C.","001","020","CJA"
"001146","BORRADOR PTL HIPOLIMER (CJAX36)","PENTEL","001","020","CJA"
"001147","BORRADOR VNF VF-80","VINIFLEX","001","020","CJA"
"001148","BORRADOR VNF VF-40","VINIFLEX","001","020","CJA"
"001149","BORRADOR PLK BE-10","PELIKAN","001","020","CJA"
"001150","BORRADOR STB 1186-20","STABILO","001","020","CJA"
"001151","BORRADOR STB 1188-48 FANCY","STABILO","001","020","CJA"
"001152","BORRADOR F.C  FC-40 TINTA","FABER C.","001","020","UNI"
"001153","BORRADOR F.C 7024-FLV NEON","FABER C.","001","020","UNI"
"001154","BORRADOR F.C 7046-48 FANTAS ABC","FABER C.","001","020","UNI"
"001155","BORRADOR F.C 7050-6-36 FANTAS DINOSAU","FABER C.","001","020","UNI"
"001156","BORRADOR F.C  FC-40 MIXTO","FABER C.","001","020","UNI"
"001157","BORRADOR F.C  FC-80 MIXTO","FABER C.","001","020","UNI"
"001158","BORRADOR F.C 7081-N TK","FABER C.","001","020","UNI"
"001159","BORRADOR F.C  7095-20 BLANCO GRANDE","FABER C.","001","020","UNI"
"001160","BORRADOR F.C  7096-30 BLANCO CHICO","FABER C.","001","020","UNI"
"001161","BORRADOR F.C PAPA ARTGUM (CJAX12)","FABER C.","001","020","UNI"
"001162","BORRADOR LFR BR-40","LAUFER","001","020","UNI"
"001163","BORRADOR LFR BR-80","LAUFER","001","020","UNI"
"001164","BORRADOR LFR PLAST COMBI 720 (CJAX20)","LAUFER","001","020","UNI"
"001165","BORRADOR LFR PLAST COMBI 740 (CJAX40)","LAUFER","001","020","UNI"
"001166","BORRADOR LFR PLAST SOFT 0121 (CJAX20)","LAUFER","001","020","UNI"
"001167","BORRADOR LAY PAPA ARTGUM","LAYCONSA","001","020","UNI"
"001168","BORRADOR LAY PAPA STARGUM (CJAX12)","LAYCONSA","001","020","UNI"
"001169","BORRADOR PLK BR-40","PELIKAN","001","020","UNI"
"001170","BORRADOR PLK BR-80","PELIKAN","001","020","UNI"
"001171","BORRADOR PLK GB-20","PELIKAN","001","020","UNI"
"001172","BORRADOR PLK PL-18","PELIKAN","001","020","UNI"
"001173","BORRADOR PLK -PL-27","PELIKAN","001","020","UNI"
"001174","BORRADOR PLK PL-45","PELIKAN","001","020","UNI"
"001175","BORRADOR PLK WS-30","PELIKAN","001","020","UNI"
"001176","BORRADOR PTL HIPOLIMER","PENTEL","001","020","UNI"
"001177","BORRADOR ROT T-20 P/TINTA","PELIKAN","001","020","UNI"
"001178","BORRADOR ROT TB-20 MIXTO","ROTRING","001","020","UNI"
"001179","BORRADOR STB OFFICE 1186/20","STABILO","001","020","UNI"
"001180","BORRADOR STB FANCY 1188/48","STABILO","001","020","UNI"
"001181","BORRADOR STD BLANCO 526-50","STAEDTLER","001","020","UNI"
"001182","BORRADOR STD 526-508 COMBI","STAEDTLER","001","020","UNI"
"001183","BORRADOR VNF VF-40","VINIFLEX","001","020","UNI"
"001184","BORRADOR VNF VF-80","VINIFLEX","001","020","UNI"
"001185","BORRADOR LFR PLAST 440 (CJAX40)","LAUFER","001","020","UNI"
"001186","BORRADOR PLT EE-101","PILOT","001","020","UNI"
"001187","BORRADOR PLT EE-102","PILOT","001","020","UNI"
"001188","BROCHES DE DOBLEZ 3/8"  CJT X 100","KING","001","021","UNI"
"001189","BROCHES DE DOBLEZ 1/2"  CJT X 100","KING","001","021","UNI"
"001190","BROCHES DE DOBLEZ 3/4"  CJT X 100","VIKINGO","001","021","UNI"
"001191","BROCHES DE DOBLEZ 1"    CJT X 100","VIKINGO","001","021","UNI"
"001192","CALENDARIO CHICO DE MADERA","S/M","001","025","UNI"
"001193","CARPETA  40531 ACRILICO","LAUFER","001","026","UNI"
"001194","CARPETA  40532 ACRILICO","LAUFER","001","026","UNI"
"001195","CARPETA  40536 ACRILICO","LAUFER","001","026","UNI"
"001196","CARPETA","LAUFER","001","026","UNI"
"001197","CARPETA  40652 ACRILICO 52 X 65","LAUFER","001","026","UNI"
"001198","CARPETA  52 X 60","LAUFER","001","026","UNI"
"001199","CARPETA  41531 ACRILICO TRP.D1","LAUFER","001","026","UNI"
"001200","CARPETA  41534 ACRILICO 40 X 33","LAUFER","001","026","UNI"
"001201","CARPETA  52 X 65","LAUFER","001","026","UNI"
"001202","CARPETA  41652 ACRILICO 52 X 65","LAUFER","001","026","UNI"
"001203","CARPETA  FORM/OF","LAUFER","001","026","UNI"
"001204","CARPETA  VIDRIO PARA ESCRITORIO","S/M","001","026","UNI"
"001205","CARPETA  C/VIDRIO P/ESCRITORIO","S/M","001","026","UNI"
"001206","CATALOGO  T/OFICIO CON PORTAPAPEL",".","001","027","UNI"
"001207","CATALOGO  BOLT OFICIO S/PORTAPAPEL","ARTESCO","001","027","UNI"
"001208","CATALOGO  T/CARTA",".","001","027","UNI"
"001209","CATALOGO  BOLT A-4   S/PORTAPAPEL NEGRO","ARTESCO","001","027","UNI"
"001210","CATALOGO  20 HJ   A-4        MT-20","DATA BANK","001","027","UNI"
"001211","CATALOGO  40 HJ   A-4        MT-40","DATA BANK","001","027","UNI"
"001212","CATALOGO RING BIN A-4 3ANIL + 20 MICAS","ARTESCO","001","027","UNI"
"001213","CATALOGO RING BIN OF 4ANIL + 20 MICAS","ARTESCO","001","027","UNI"
"001214","CARTAPACIO  C/CREMALLERA","ARTESCO","001","029","UNI"
"001215","PORTAFOLIO  UNISEX T/OF. C/ASA","DITO","001","029","UNI"
"001216","PORTAFOLIO  UNISEX 1/2 OF. C/ASA","DITO","001","029","UNI"
"001217","CARTAPACIO  S.K.VIN.SUP.T/OF.","DITO","001","029","UNI"
"001218","CARTAPACIO  UNISEX PLUS C/ASA","DITO","001","029","UNI"
"001219","CARTAPACIO  EXL  PADFOLIO","PADFOLIO","001","029","UNI"
"001220","PORTAFOLIO  PLUS","DITO","001","029","UNI"
"001221","CARTAPACIO  RUGRATS","OMNIPLAST","001","029","UNI"
"001222","CARTUCHERA JEAN C/BOLSILLO","S/M","001","030","UNI"
"001223","CARTUCHERA","ARTESCO","001","030","UNI"
"001224","CARTUCHERA RUGRATS","OMNIPLAST","001","030","UNI"
"001225","CARTUCHERA MODERNO FIGURAS SURTIDAS","S/M","001","030","UNI"
"001226","CARTUCHERA JEAN C/CINTA LABRADA","S/M","001","030","UNI"
"001227","CARTUCHERA TIPO LAPIZ","S/M","001","030","UNI"
"001228","CARTUCHERA BATMAN","S/M","001","030","UNI"
"001229","CARTUCHERA DECORADA","S/M","001","030","UNI"
"001230","CARTUCHERA NUBE LUZ","ARTESCO","001","030","UNI"
"001231","CARTUCHERA SIMPSOM","ARTESCO","001","030","UNI"
"001232","CARTUCHERA JEAN","S/M","001","030","UNI"
"001233","CARTUCHERA FOSFORECENTE TRPPICHATO","S/M","001","030","UNI"
"001234","CARTUCHERA OSITOS","FIORI","001","030","UNI"
"001235","CARTUCHERA MULTIUSOS DE PELUCHE","S/M","001","030","UNI"
"001236","CARTUCHERA","BASA","001","030","UNI"
"001237","CARTUCHERA PLASTICA ECONOMICA 57020","FIORI","001","030","UNI"
"001238","CARTUCHERA PLASTICA GOLOSINA GRANDE","FIORI","001","030","UNI"
"001239","CARTUCHERA PLASTICA OSITOS 57022","FIORI","001","030","UNI"
"001240","CARTUCHERA PLASTICA TOM Y JERRY","FIORI","001","030","UNI"
"001241","CARTUCHERA PLASTICA C/UTILES TOM Y JERRY","S/M","001","030","UNI"
"001242","CARTUCHERA PLASTICA G MOD","FIORI","001","030","UNI"
"001243","CARTUCHERA BASEBALL DOBLE 57036","FIORI","001","030","UNI"
"001244","CARTUCHERA PLASTICA ESPLORATION SIMPLE","FIORI","001","030","UNI"
"001245","CARTUCHERA PLASTICA SPORTS C/UTILES","FIORI","001","030","UNI"
"001246","CARTUCHERA CALCULATOR S/CORAZON 57039","FIORI","001","030","UNI"
"001247","CARTUCHERA ECOLOGICA C/UTILES GRANDE 570","FIORI","001","030","UNI"
"001248","CARTUCHERA PLASTICA LESIHRE ECONOMICA","FIORI","001","030","UNI"
"001249","CARTUCHERA PLASTICA LESIHRE C/BOLSILLO","FIORI","001","030","UNI"
"001250","CARTUCHERA D/METAL LPB-150 1/2/3 GRANDE","BOB DOG","001","030","UNI"
"001251","CARTUCHERA D/METAL PEC-2361 MEDIANA","BOB DOG","001","030","UNI"
"001252","CARTUCHERA D/METAL WB-2065/66 CHICA","BOB DOG","001","030","UNI"
"001253","CARTUCHERA BIG-BOX BOB ESPONJA","ARTESCO","001","030","UNI"
"001254","CARTUCHERA SPORT","CUSTER","001","030","UNI"
"001255","CERAMICA FRIO 1 KG","TEKNO","001","031","UNI"
"001256","CERAMICA FRIO 1/2 KG  BOLSA METALIZADA","TEKNO","001","031","UNI"
"001257","CERAMICA FRIO 1/4 KG  BOLSA METALIZADA","TEKNO","001","031","UNI"
"001258","CERAMICA FRIO 1/2 KG EN POTE","ADERMASI","001","031","UNI"
"001259","CINTA ADHES. TRANSP/CRISTA 500  3/4 X36","3M","001","033","UNI"
"001260","CINTA ADHES.TRANSP/CRISTAL. 500  3/4 X 72","3M","001","033","UNI"
"001261","CINTA ADHES. C-38+2-810 3/4 +POSTITTAPE","3M","001","033","UNI"
"001262","CINTA ADHES. INV.  19 X 33 MT","CELLUX","001","033","UNI"
"001263","CINTA ADHES. INV.  38 X 66 MM.","CELLUX","001","033","UNI"
"001264","CINTA ADHES. INV.  2 X 72 YD","CELLUX","001","033","UNI"
"001265","CINTA ADHES. INV.  19 X 5 MT","CELLUX","001","033","UNI"
"001266","CINTA ADHES. INV.  19 X 25 MT","CELLUX","001","033","UNI"
"001267","CINTA ADHES. TRANSP.  1 1/4 X 32 YD","S/M","001","033","UNI"
"001268","CINTA ADHES. TRANSP. 1 X 72 YD","PEGAFAN","001","033","UNI"
"001269","CINTA ADHES. M.TAPE  1/2 X 55 YD","PEGAFAN","001","033","UNI"
"001270","CINTA ADHES. M.TAPE 3/4x55 YD","PEGAFAN","001","033","UNI"
"001271","CINTA ADHES. M.TAPE 1X55 YD","PEGAFAN","001","033","UNI"
"001272","CINTA ADHES. M.TAPE 1 1/2X55 YD","PEGAFAN","001","033","UNI"
"001273","CINTA ADHES. M.TAPE 2X55 YD","PEGAFAN","001","033","UNI"
"001274","CINTA ADHES. TRANSP. 1/2 X 9 YD","PEGAFAN","001","033","CJA"
"001275","CINTA ADHES. TRANSP. 1/2 X 36 YD","PEGAFAN","001","033","UNI"
"001276","CINTA ADHES. TRANSP. 1/2 X 72 YD","PEGAFAN","001","033","UNI"
"001277","CINTA ADHES. TRANSP. 3/4x36 YD","PEGAFAN","001","033","UNI"
"001278","CINTA ADHES. TRANSP. 3/4x72 YD","PEGAFAN","001","033","UNI"
"001279","CINTA ADHES. PLUS  1/2 X 2.5 YD","PEGAFAN","001","033","CJA"
"001280","CINTA ADHES. PLUS  1/2 X 9 YD","PEGAFAN","001","033","CJA"
"001281","CINTA ADHES. TRANSP. 1/2 X 36 YD","KORES","001","033","UNI"
"001282","CINTA ADHES. PLUS  1/2X36 YD","PEGAFAN","001","033","UNI"
"001283","CINTA ADHES. PLUS  3/4x36 YD","PEGAFAN","001","033","UNI"
"001284","CINTA ADHES. PLUS  1/2 X 72 YD","PEGAFAN","001","033","UNI"
"001285","CINTA ADHES. PLUS  3/4x72 YD","PEGAFAN","001","033","UNI"
"001286","CINTA ADHES. PLUS  1x72 YD","PEGAFAN","001","033","UNI"
"001287","CINTA ADHES. SCOTCH 550  1/2 X 10 MT","3M","001","033","UNI"
"001288","CINTA ADHES. PLUS  2 X 72 YD","PEGAFAN","001","033","UNI"
"001289","CINTA ADHES. CRISTAL  1 X 36 YD","PEGAFAN","001","033","UNI"
"001290","CINTA ADHES. CRISTAL  1 X 72 YD","PEGAFAN","001","033","UNI"
"001291","CINTA ADHES. TRANSP.  1/2 X 16 YD","PEGAFAN","001","033","DOC"
"001292","CINTA ADHES. SCOTCH 550  1/2X36 YD","3M","001","033","UNI"
"001293","CINTA ADHES. SCOTCH 550  1/2x72 YD","3M","001","033","UNI"
"001294","CINTA ADHES. SCOTCH 550  3/4X36 YD","3M","001","033","UNI"
"001295","CINTA ADHES. SCOTCH 550  3/4 X 72 YD","3M","001","033","UNI"
"001296","CINTA ADHES. INV.  1/2 X 36 YD","PEGAFAN","001","033","UNI"
"001297","CINTA ADHES. INV.  1/2 X 72 YD","PEGAFAN","001","033","UNI"
"001298","CINTA ADHES. CRISTAL  1/2 X  9 YD","XEROX","001","033","CJA"
"001299","CINTA ADHES. M.TAPE  1/2 X 55 YD","TECNOCREP","001","033","UNI"
"001300","CINTA ADHES. M.TAPE  3/4 X 55 YD","TECNOCREP","001","033","UNI"
"001301","CINTA ADHES. M.TAPE  1 1/2 X 55 YD","TECNOCREP","001","033","UNI"
"001302","CINTA ADHES. M.TAPE  1 X 55 YD","TECNOCREP","001","033","UNI"
"001303","CINTA ADHES. M.TAPE  2 X 55 YD","TECNOCREP","001","033","UNI"
"001304","CINTA ADHES. 11  X 2.25","ESCOFAN","001","033","CJA"
"001305","CINTA ADHES. CRISTAL  1/2x36 YD","PEGAFAN","001","033","UNI"
"001306","CINTA ADHES. CRISTAL  1/2 X 72 YD","PEGAFAN","001","033","UNI"
"001307","CINTA ADHES. TAPE 6.9 YDS","MAGIC","001","033","UNI"
"001308","CINTA ADHES. CRISTAL  1/2 X 72 YD","PELIKAN","001","033","UNI"
"001309","CINTA ADHES. CRISTAL  1/2 X 36 YD","PELIKAN","001","033","UNI"
"001310","CINTA ADHES. EMBALAJE  2 X 50 YD","3M","001","033","UNI"
"001311","CINTA ADHES. M.TAPE 1/2x55 YD","3M","001","033","UNI"
"001312","CINTA ADHES. M.TAPE  3/4 X 55 YD","3M","001","033","UNI"
"001313","CINTA ADHES. M.TAPE  1 X 55 YD","3M","001","033","UNI"
"001314","CINTA ADHES. M.TAPE  1 1/2 X 55 YD","3M","001","033","UNI"
"001315","CINTA ADHES. M.TAPE  2 X 55 YD","3M","001","033","UNI"
"001316","CINTA ADHES. 600 X 3/4 + DISPENS.","3M","001","033","PAQ"
"001317","CINTA ADHES. EMBALAJE  2 X 72 YD","PELIKAN","001","033","UNI"
"001318","CINTA ADHES. CRISTAL  1/2 X 9 YD","PELIKAN","001","033","CJA"
"001319","CINTA ADHES. REMOV 811  3/4 X 36 YD","3M","001","033","UNI"
"001320","CINTA ADHES. 1/2 X 20.3 C/DISP. 119","3M","001","033","UNI"
"001321","CINTA ADHES. SM4 PQT.X 4 + DISP. C-38","3M","001","033","UNI"
"001322","CINTA ADHES. TRANSP. 500  1/2 X 25 MT","3M","001","033","UNI"
"001323","CINTA ADHES. TRANSP. 500  1/2 X 50 MT","3M","001","033","UNI"
"001324","CINTA ADHES. MAGICA 810  3/4X33M","3M","001","033","UNI"
"001325","CINTA ADHES. ACR 3/4 X 36 YD","3M","001","033","UNI"
"001326","CINTA ADHES. EMBALAJE  2 X 50 MT","HABANO","001","033","UNI"
"001327","CINTA ADHES. EMBALAJE  2 X 66 MT","HABANO","001","033","UNI"
"001328","CINTA ADHES. TRANSP.  1 X 72 YD","PELIKAN","001","033","UNI"
"001329","CINTA ADHES. PAPEL KRAFT  2 X 120 MT","S/M","001","033","UNI"
"001330","CINTA ADHES. RAINBOW  1/2 X 5 YD C/DISP.","PEGAFAN","001","033","UNI"
"001331","CINTA ADHES. RAINBOW  3/4 X 36 YD C/DISP","PEGAFAN","001","033","UNI"
"001332","CINTA ADHES. TRANSP.  1/2 X 20 ECONOM.","PEGAFAN","001","033","DOC"
"001333","CINTA ADHES. TRANSP.  1/2 X 40 YD","PELIKAN","001","033","UNI"
"001334","CINTA ADHES. TRANSP. 500  1/2 X 25 MT","3M","001","033","UNI"
"001335","CINTA ADHES. TRANSP. 500  1/2 X 36 YD","3M","001","033","UNI"
"001336","CINTA ADHES.TRANSP/CRISTALI  500  1/2 X 72","3M","001","033","UNI"
"001337","CINTA ADHES. TRANSP.  1/2 X 2.5 YD","PEGAFAN","001","033","UNI"
"001338","CINTA ADHES. M.TAPE 1/2x40 YD","PEGAFAN","001","033","UNI"
"001339","CINTA ADHES. M.TAPE 3/4X40 YD","PEGAFAN","001","033","UNI"
"001340","CINTA ADHES. M.TAPE 1X40 YD","PEGAFAN","001","033","UNI"
"001341","CINTA ADHES. M.TAPE 1 1/2x40 YD","PEGAFAN","001","033","UNI"
"001342","CINTA ADHES. M.TAPE 2x40 YD","PEGAFAN","001","033","UNI"
"001343","CINTA ADHES. M.TAPE  2 1/2 X 40 YD","PEGAFAN","001","033","UNI"
"001344","CINTA ADHES. M.TAPE 3x40 YD","PEGAFAN","001","033","UNI"
"001345","CINTA ADHES.TRANSP/ CRISTA 500  1/2 X 10 MTRS","3M","001","033","UNI"
"001346","CINTA ADHES. TRANS/CRIST  500  1/2 X 25MT","3M","001","033","UNI"
"001347","CINTA ADHES.TRANS/CRISTAL 500  1/2 X 36 YD","3M","001","033","UNI"
"001348","CINTA ADHES. CRISTALINA 500  3/4 X 66","3M","001","033","UNI"
"001349","CINTA ADHES. MAGICA 810  1/2X33M","3M","001","033","UNI"
"001350","CINTA ADHES. MAGICA 810  1/4 X 66M","3M","001","033","UNI"
"001351","CINTA ADHES. SCOTCH DOBLE FAZ  1/2 X 25","3M","001","033","UNI"
"001352","CINTA ADHES. EMBALAJE  2 X 50 MT","TESA","001","033","UNI"
"001353","CINTA ADHES. EMBALAJE 2 X 55 YD  TRANSP.","PEGAFAN","001","033","UNI"
"001354","CINTA ADHES. M.TAPE  3/4 X 40 MT","TESA","001","033","UNI"
"001355","CINTA ADHES. M.TAPE  1X40MT","TESA","001","033","UNI"
"001356","CINTA ADHES. M.TAPE  1 1/2X40MT +OFERT","TESA","001","033","UNI"
"001357","CINTA ADHES. M.TAPE  2X40MT + OFERTA","TESA","001","033","UNI"
"001358","CINTA ADHES. M.TAPE  1/2X40MT + OFERTA","TESA","001","033","UNI"
"001359","CINTA ADHES. EMBALAJE 2 X 55 YD TRANSP. 770","PEGAFAN","001","033","UNI"
"001360","CINTA ADHES. TRANSP.  1/2 X 50 MT   PX12","TESA","001","033","UNI"
"001361","CINTA ADHES. TRANSP. 1/2 X 50 MT","TESA","001","033","UNI"
"001362","CINTA ADHES. TRANSP.  1/2 X 10 MT   PX12","TESA","001","033","UNI"
"001363","CINTA ADHES. TRANSP. 1/2 X 10 MT","TESA","001","033","UNI"
"001364","CINTA ADHES. TRANSP. 1/2 X 25 MT","TESA","001","033","UNI"
"001365","CINTA ADHES. CRISTAL  1/2 X 25 MT","TESA","001","033","UNI"
"001366","CINTA ADHES. CRISTAL  1/2 X 10 MT","TESA","001","033","UNI"
